Id,PageType,PageId,UserId,SessionId,TimeSpent,FirstPing,LastPing,ActiveTimeOnPage,IPAdress,ScrollDistance,CountryCode
1,profile,studio.recrearte,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,17ed51e0-636f-4d06-8a83-bcf669dfbb69,300,2020-06-11 12:52:07.3031009,2020-06-11 12:57:07.5647985,0,NULL,0,NULL
2,profile,studio.recrearte,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,f1a3dc6c-9fab-4f55-a79e-47a200867cd5,450,2020-06-11 12:57:22.9161638,2020-06-11 13:04:53.3181095,0,NULL,0,NULL
3,group,Soccer_Players,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,d8229e15-5afa-42ba-acb3-32596fe4aa89,751,2020-06-11 13:05:24.8606073,2020-06-11 13:17:56.7933590,0,NULL,0,NULL
4,group,Soccer_Players,null,e2a8b9fe-2196-4fc5-8644-e2f2c4a42b91,363,2020-06-11 13:18:15.4045611,2020-06-11 13:24:18.6984282,0,NULL,0,NULL
5,group,aaaassss,db2995b1-3963-4631-b702-65d02fca3b81,91b4b752-ad8f-4005-9d5c-4cc609fe2f48,0,2020-06-11 14:34:01.6480697,2020-06-11 14:34:01.6480697,0,NULL,0,NULL
6,profile,ashleydriver,db2995b1-3963-4631-b702-65d02fca3b81,cbdffcbb-e41b-4fa4-9ae2-5a81820072af,900,2020-06-11 14:36:01.0135474,2020-06-11 14:51:01.3568287,0,NULL,0,NULL
7,profile,photoshop-4992,dd1d3618-56c6-4172-a25f-a047cc75139b,921f6d90-994e-4467-9f76-07d5c21f5cd5,0,2020-06-11 14:47:07.7883923,2020-06-11 14:47:07.7883923,0,NULL,0,NULL
8,profile,c800a06c-b2ec-4612-bb14-897c3e18973e,c800a06c-b2ec-4612-bb14-897c3e18973e,08f77fd0-df37-426c-8508-23d9f469069e,0,2020-06-11 14:52:15.2529604,2020-06-11 14:52:15.2529604,0,NULL,0,NULL
9,profile,gallery,c800a06c-b2ec-4612-bb14-897c3e18973e,b76443fa-e0a3-4db6-9570-0c5b72b024be,0,2020-06-11 14:52:42.9833582,2020-06-11 14:52:42.9833582,0,NULL,0,NULL
10,profile,912c72ce-249c-4a6f-986c-af4445fa5959,912c72ce-249c-4a6f-986c-af4445fa5959,ee53a3bc-618a-4a14-b9c4-d586224d36ec,1200,2020-06-11 15:16:27.4320454,2020-06-11 15:36:28.2515818,0,NULL,0,NULL
11,profile,b2acd327-afe2-4f16-9c93-acd72ed67dc9,b2acd327-afe2-4f16-9c93-acd72ed67dc9,9362bcb5-8502-4632-8c37-03d67289098d,0,2020-06-11 15:26:33.2503694,2020-06-11 15:26:33.2503694,0,NULL,0,NULL
12,profile,8bdba7ab-28a1-4674-b7fd-55f2715221d9,8bdba7ab-28a1-4674-b7fd-55f2715221d9,bcf32b83-89f9-47a9-905f-0e4b89b2d6ed,0,2020-06-11 15:41:14.8507269,2020-06-11 15:41:14.8507269,0,NULL,0,NULL
13,profile,70bef174-19c9-44d9-a324-020e45bd8300,70bef174-19c9-44d9-a324-020e45bd8300,f2284fc2-2a73-49ff-9d83-cde3552b4728,122,2020-06-11 16:04:01.6309998,2020-06-11 16:06:03.8571109,0,NULL,0,NULL
14,profile,70bef174-19c9-44d9-a324-020e45bd8300,70bef174-19c9-44d9-a324-020e45bd8300,9381cc66-ac15-45f4-8187-45dc7e1c8b17,60,2020-06-11 16:06:15.8152601,2020-06-11 16:07:16.0741414,0,NULL,0,NULL
15,profile,margherita.vecchietti01,null,f4c45f24-7dc6-4c4b-9978-0eabe3b6d9b8,10651,2020-06-11 16:07:39.2027780,2020-06-11 19:05:11.0497741,0,NULL,0,NULL
16,profile,19nguyena,null,0062b0f1-3208-4597-b314-61991f8a2f05,3660,2020-06-11 16:18:32.9785774,2020-06-11 17:19:33.8927949,0,NULL,0,NULL
17,profile,61889da9-7a9f-4aa2-990a-66836ff5a293,61889da9-7a9f-4aa2-990a-66836ff5a293,19522f27-cfa3-4fb9-b071-fdc11ad2393e,936,2020-06-11 16:22:50.0449356,2020-06-11 16:38:26.1932227,0,NULL,0,NULL
18,profile,0b0315c6-9ef1-4560-aef1-7ea47dbdb104,0b0315c6-9ef1-4560-aef1-7ea47dbdb104,2c91f9fe-b702-4b20-bb5c-8b4fb7a13d02,0,2020-06-11 16:30:03.2110775,2020-06-11 16:30:03.2110775,0,NULL,0,NULL
19,profile,912c72ce-249c-4a6f-986c-af4445fa5959,912c72ce-249c-4a6f-986c-af4445fa5959,2cb13182-fa70-43fd-97fd-577bebcc099d,0,2020-06-11 16:37:44.8535156,2020-06-11 16:37:44.8535156,0,NULL,0,NULL
20,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,ea2f26ca-51d1-42ed-8b7c-af4379b149ab,0,2020-06-11 17:02:16.2167542,2020-06-11 17:02:16.2167542,0,NULL,0,NULL
21,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,68708ac0-acf2-48d8-b6b7-04b43b971aac,182,2020-06-11 17:03:08.9758827,2020-06-11 17:06:11.3219358,0,NULL,0,NULL
22,profile,1a3f2824-dfb3-429f-93bc-ba426961cafe,1a3f2824-dfb3-429f-93bc-ba426961cafe,a656b307-6266-4899-85cd-391af6cb23ad,0,2020-06-11 17:10:37.2256153,2020-06-11 17:10:37.2256153,0,NULL,0,NULL
23,profile,miladorfman,f92712c7-139f-40d5-8e62-e472cc3659f3,d4885321-0637-44b9-98b1-594ef1a804cc,0,2020-06-11 17:33:23.6794112,2020-06-11 17:33:23.6794112,0,NULL,0,NULL
24,profile,6631dfe3-7635-4175-a5f8-cf88ded09ebe,6631dfe3-7635-4175-a5f8-cf88ded09ebe,e236afc3-7247-4090-8771-58b96b212d02,6630,2020-06-11 17:54:46.5945012,2020-06-11 19:45:17.0953650,0,NULL,0,NULL
25,profile,469162f3-5ba2-4a12-bc8a-786de450c682,469162f3-5ba2-4a12-bc8a-786de450c682,27facffd-ea5c-46ff-8821-069b8b83b3bc,0,2020-06-11 18:16:41.6498146,2020-06-11 18:16:41.6498146,0,NULL,0,NULL
26,profile,469162f3-5ba2-4a12-bc8a-786de450c682,469162f3-5ba2-4a12-bc8a-786de450c682,2802f783-428b-4e46-b258-aa9598ed5865,0,2020-06-11 18:16:52.3632496,2020-06-11 18:16:52.3632496,0,NULL,0,NULL
27,profile,469162f3-5ba2-4a12-bc8a-786de450c682,469162f3-5ba2-4a12-bc8a-786de450c682,8d008f85-c023-4bef-a8e5-d7557365fa75,0,2020-06-11 19:58:52.6971391,2020-06-11 19:58:52.6971391,0,NULL,0,NULL
28,profile,2b5ed3a0-933f-475d-a785-653d9ada9ee5,2b5ed3a0-933f-475d-a785-653d9ada9ee5,8c7d87c5-12fd-4aaa-bb6a-badedb03b732,40,2020-06-11 20:06:14.9646066,2020-06-11 20:06:55.4008719,0,NULL,0,NULL
29,profile,19nguyena,9512328a-7063-4fa2-bfc4-84f96e2b2a4a,5718cafd-487a-4035-981c-cf4f1ce39ed1,0,2020-06-11 20:42:52.4751109,2020-06-11 20:42:52.4751109,0,NULL,0,NULL
30,profile,2b5ed3a0-933f-475d-a785-653d9ada9ee5,2b5ed3a0-933f-475d-a785-653d9ada9ee5,8225af5b-a49f-4dfa-ae94-2cb64ac91943,0,2020-06-11 20:53:22.2154442,2020-06-11 20:53:22.2154442,0,NULL,0,NULL
31,profile,15dff66e-60a5-4440-b98f-7d1b9cb0005c,15dff66e-60a5-4440-b98f-7d1b9cb0005c,f593c083-29e0-4bf0-ac25-78d609abe67e,5305,2020-06-11 20:58:39.3658956,2020-06-11 22:27:04.7670118,0,NULL,0,NULL
32,profile,730e7e68-df67-47a5-a1be-106cc8e7c9b2,730e7e68-df67-47a5-a1be-106cc8e7c9b2,d72649d3-b0c4-46c1-b070-f5793aaf45a6,0,2020-06-11 22:06:13.0314923,2020-06-11 22:06:13.0314923,0,NULL,0,NULL
33,profile,didacticaumsa2019,b26dcd78-e114-48e5-9592-37f96df080cf,fa25ebee-7f48-44d6-99ed-1729a7a6bcfd,300,2020-06-11 23:06:06.3871282,2020-06-11 23:11:06.8178331,0,NULL,0,NULL
34,profile,a35c278a-7edb-4d5d-a340-04e92146d526,a35c278a-7edb-4d5d-a340-04e92146d526,6d115f77-f126-4050-958f-4106bcab5cf9,0,2020-06-11 23:10:31.9801994,2020-06-11 23:10:31.9801994,0,NULL,0,NULL
35,profile,a35c278a-7edb-4d5d-a340-04e92146d526,a35c278a-7edb-4d5d-a340-04e92146d526,522df785-90a0-49fe-b93a-2168f5df35af,0,2020-06-11 23:10:51.5798664,2020-06-11 23:10:51.5798664,0,NULL,0,NULL
36,profile,abf864a3-2876-4518-937e-ad61b51cca15,abf864a3-2876-4518-937e-ad61b51cca15,301cc9d0-f0df-4c02-950a-644710322b55,2760,2020-06-11 23:25:56.7201143,2020-06-12 00:11:56.9470718,0,NULL,0,NULL
37,profile,0a20acc5-386b-4176-83cb-f8f7d713c0f7,0a20acc5-386b-4176-83cb-f8f7d713c0f7,d223f7f3-1cd5-4289-84a1-145da68ab436,0,2020-06-11 23:49:07.0453318,2020-06-11 23:49:07.0453318,0,NULL,0,NULL
38,profile,86693389-47bd-45bf-9fc5-e9b2cbfe0b40,86693389-47bd-45bf-9fc5-e9b2cbfe0b40,324c3723-2175-4e00-9774-29b15aff7d12,27923,2020-06-12 00:01:24.7499779,2020-06-12 07:46:48.1362309,0,NULL,0,NULL
39,profile,db8bff72-ae9d-44fe-ae02-1d42184585cc,db8bff72-ae9d-44fe-ae02-1d42184585cc,b833a393-fcce-4739-9a33-b35e8926985b,0,2020-06-12 00:55:34.0346877,2020-06-12 00:55:34.0346877,0,NULL,0,NULL
40,profile,db8bff72-ae9d-44fe-ae02-1d42184585cc,db8bff72-ae9d-44fe-ae02-1d42184585cc,bf4a72c4-cde0-4e17-819b-0999fa5c18bf,0,2020-06-12 00:58:38.8822149,2020-06-12 00:58:38.8822149,0,NULL,0,NULL
41,profile,rosannapansino,null,eccc6e95-42c0-45f1-afbe-b89ff9461084,1277,2020-06-12 01:55:31.4796284,2020-06-12 02:16:48.6364400,0,NULL,0,NULL
42,profile,1465f8e6-9d5b-4fd2-9a59-aec846d3c975,1465f8e6-9d5b-4fd2-9a59-aec846d3c975,fb7ec873-c1f8-494a-ac0c-79943ba6091f,60,2020-06-12 02:35:44.6955384,2020-06-12 02:36:45.1177849,0,NULL,0,NULL
43,profile,1465f8e6-9d5b-4fd2-9a59-aec846d3c975,1465f8e6-9d5b-4fd2-9a59-aec846d3c975,acffa100-e83c-4426-b55f-313a352c08ad,0,2020-06-12 02:36:40.0175101,2020-06-12 02:36:40.0175101,0,NULL,0,NULL
44,profile,1465f8e6-9d5b-4fd2-9a59-aec846d3c975,1465f8e6-9d5b-4fd2-9a59-aec846d3c975,0926d374-20b4-46f3-9c72-e0abef3f3f18,0,2020-06-12 02:36:55.4029751,2020-06-12 02:36:55.4029751,0,NULL,0,NULL
45,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,94356a9a-fce0-4335-93fe-8e4b00e4d740,30,2020-06-12 02:41:07.7375137,2020-06-12 02:41:37.9668334,0,NULL,0,NULL
46,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,47329f1d-c7c3-4469-b12a-191285c74597,0,2020-06-12 02:41:36.7158206,2020-06-12 02:41:36.7158206,0,NULL,0,NULL
47,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,5c6faf70-95a2-4a85-9651-468e4745ee01,0,2020-06-12 02:41:53.5779879,2020-06-12 02:41:53.5779879,0,NULL,0,NULL
48,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,8d58a27e-eb5a-4363-be57-0bbebbe1de7c,0,2020-06-12 02:42:03.7105975,2020-06-12 02:42:03.7105975,0,NULL,0,NULL
49,profile,jackrobbins,null,e918e105-9c41-4501-8ae6-f0abead54f3e,61,2020-06-12 03:05:22.5026001,2020-06-12 03:06:23.5415983,0,NULL,0,NULL
50,profile,d717b734-389e-452b-bf72-1c6a39d6057c,d717b734-389e-452b-bf72-1c6a39d6057c,4aeccacc-7abc-4fb5-b081-6427786a5ab7,2798,2020-06-12 04:06:34.1510246,2020-06-12 04:53:12.4310627,0,NULL,0,NULL
51,profile,8e42ecea-3c59-43b2-bfb9-e72ca76e2a0c,8e42ecea-3c59-43b2-bfb9-e72ca76e2a0c,da41cb56-91b7-4cd0-9b0b-6e6f0fc4a54d,0,2020-06-12 04:15:39.7718220,2020-06-12 04:15:39.7718220,0,NULL,0,NULL
52,profile,d717b734-389e-452b-bf72-1c6a39d6057c,d717b734-389e-452b-bf72-1c6a39d6057c,af8a7154-d71e-4e45-b597-0fb371c3e983,0,2020-06-12 05:27:27.5946373,2020-06-12 05:27:27.5946373,0,NULL,0,NULL
53,profile,b9eff3ae-5cce-4d48-a4d1-7cf53a9af163,b9eff3ae-5cce-4d48-a4d1-7cf53a9af163,fca47ff7-0a17-4e14-8a28-7330d4220212,0,2020-06-12 06:06:56.0674764,2020-06-12 06:06:56.0674764,0,NULL,0,NULL
54,profile,didattica,e90eaa49-84fd-497c-9a0a-098227aedb19,a471ba66-e637-4fc5-b0bc-02d4e85d37a1,30,2020-06-12 07:08:08.3499401,2020-06-12 07:08:39.1908421,0,NULL,0,NULL
55,profile,9352b910-4fbb-4b24-bb21-d874f4327d8d,9352b910-4fbb-4b24-bb21-d874f4327d8d,3f553363-f3de-4275-97e1-6943a309ba9d,0,2020-06-12 07:32:51.6005623,2020-06-12 07:32:51.6005623,0,NULL,0,NULL
56,profile,9352b910-4fbb-4b24-bb21-d874f4327d8d,9352b910-4fbb-4b24-bb21-d874f4327d8d,251d058f-c291-421d-9217-4c81cda87c1d,0,2020-06-12 07:33:44.2406226,2020-06-12 07:33:44.2406226,0,NULL,0,NULL
57,profile,9352b910-4fbb-4b24-bb21-d874f4327d8d,9352b910-4fbb-4b24-bb21-d874f4327d8d,7b622342-726d-45b1-bb2d-d222881c61c1,60,2020-06-12 07:36:54.6005363,2020-06-12 07:37:54.9023340,0,NULL,0,NULL
58,profile,6dd986e5-2fe0-43e5-bf6e-ff982c6b1c19,6dd986e5-2fe0-43e5-bf6e-ff982c6b1c19,e5d5d4e2-9c2a-420d-ae60-548061a393e1,0,2020-06-12 09:37:08.2658460,2020-06-12 09:37:08.2658460,0,NULL,0,NULL
59,profile,jamesarthurinsta23,null,40546a1b-a670-4c23-8c72-3f4f0f8263cf,30,2020-06-12 10:48:48.2687965,2020-06-12 10:49:18.6816349,0,NULL,0,NULL
60,profile,3c7ca331-7616-4432-ac8e-1f166089197f,3c7ca331-7616-4432-ac8e-1f166089197f,21b7efa7-72ce-402c-baf8-7d0145e750e4,30,2020-06-12 10:50:41.2021276,2020-06-12 10:51:11.4010931,0,NULL,0,NULL
61,profile,3c7ca331-7616-4432-ac8e-1f166089197f,3c7ca331-7616-4432-ac8e-1f166089197f,0378cc70-20d5-4e28-aee8-6edab702521c,90,2020-06-12 10:51:31.6136500,2020-06-12 10:53:02.3491511,0,NULL,0,NULL
62,profile,7a39c055-f4ae-479d-95ab-8dc302ba4505,7a39c055-f4ae-479d-95ab-8dc302ba4505,9774a358-4540-4c91-a6bb-045a90992d9a,8101,2020-06-12 11:11:44.3223722,2020-06-12 13:26:45.5732368,0,NULL,0,NULL
63,profile,81da2779-d462-42a1-b7c8-83183898e298,81da2779-d462-42a1-b7c8-83183898e298,2196d595-a328-45b3-8912-dc1387b52e1f,61,2020-06-12 12:09:22.8239686,2020-06-12 12:10:24.4979647,0,NULL,0,NULL
64,profile,d9f93cc1-85e9-4bc8-b580-2b0aaf5c3718,d9f93cc1-85e9-4bc8-b580-2b0aaf5c3718,3f65cf73-db57-4e29-b21f-d285cccc1224,0,2020-06-12 13:15:52.6473578,2020-06-12 13:15:52.6473578,0,NULL,0,NULL
65,profile,26e4b38b-daed-4c0b-bea9-e37dc300d5df,26e4b38b-daed-4c0b-bea9-e37dc300d5df,196d823b-2ade-4974-9261-7e45b40cc194,365,2020-06-12 13:21:52.5674028,2020-06-12 13:27:58.3603043,0,NULL,0,NULL
66,profile,3c0efb1c-41e4-4fd3-b848-750d1a9095d7,3c0efb1c-41e4-4fd3-b848-750d1a9095d7,69057732-cdb8-415d-9ced-f9a3f509fbcc,88529,2020-06-12 14:02:10.3225682,2020-06-13 14:37:39.3283853,0,NULL,0,NULL
67,profile,3c0efb1c-41e4-4fd3-b848-750d1a9095d7,3c0efb1c-41e4-4fd3-b848-750d1a9095d7,8a267bbe-2042-4cab-8c04-c5a2655547ce,86819,2020-06-12 14:30:35.8318816,2020-06-13 14:37:35.3348520,0,NULL,0,NULL
68,profile,3c0efb1c-41e4-4fd3-b848-750d1a9095d7,3c0efb1c-41e4-4fd3-b848-750d1a9095d7,7c470319-13bc-40b5-b502-0f506120ce99,86670,2020-06-12 14:32:52.3478436,2020-06-13 14:37:22.4074233,0,NULL,0,NULL
69,profile,15858ee5-b56a-49aa-8d23-e2bf85775a1a,15858ee5-b56a-49aa-8d23-e2bf85775a1a,196e44f9-2b30-4d73-8960-9aa7b3733269,63,2020-06-12 15:15:10.9743385,2020-06-12 15:16:14.0706540,0,NULL,0,NULL
70,profile,e5d32357-c298-42e2-9e64-5626a6402f91,e5d32357-c298-42e2-9e64-5626a6402f91,5b9caf77-b5fc-4eef-a727-03ba25cc7015,0,2020-06-12 15:38:52.3875060,2020-06-12 15:38:52.3875060,0,NULL,0,NULL
71,profile,e5d32357-c298-42e2-9e64-5626a6402f91,e5d32357-c298-42e2-9e64-5626a6402f91,5c71b4ea-53aa-4a5f-abee-c52049acb84f,0,2020-06-12 15:39:05.8431370,2020-06-12 15:39:05.8431370,0,NULL,0,NULL
72,profile,e5d32357-c298-42e2-9e64-5626a6402f91,e5d32357-c298-42e2-9e64-5626a6402f91,ce7f13ab-c45a-49fb-b89a-b7e057b976ac,0,2020-06-12 15:39:26.7721482,2020-06-12 15:39:26.7721482,0,NULL,0,NULL
73,profile,03cb9844-c020-4589-9bea-a107f892b658,03cb9844-c020-4589-9bea-a107f892b658,36445c85-c209-484c-9e00-ab61747a0e5b,0,2020-06-12 15:53:57.5052679,2020-06-12 15:53:57.5052679,0,NULL,0,NULL
74,profile,e7da536f-309e-4527-b40d-462cfaaa04cb,e7da536f-309e-4527-b40d-462cfaaa04cb,8b086d38-63fe-4120-8465-6ad3951af521,30,2020-06-12 16:51:14.5153001,2020-06-12 16:51:44.6547582,0,NULL,0,NULL
75,profile,bf3fe15a-039c-419d-9bbe-941ce7152f4d,bf3fe15a-039c-419d-9bbe-941ce7152f4d,35d9ef02-fc2e-4403-991f-feba42197096,0,2020-06-12 17:00:31.4410435,2020-06-12 17:00:31.4410435,0,NULL,0,NULL
76,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,0687cfb4-e004-440a-ab98-463081419c78,60,2020-06-12 17:16:30.0598358,2020-06-12 17:17:30.8740455,0,NULL,0,NULL
77,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,ade8745a-10ca-4e19-877b-a9f1546f3609,0,2020-06-12 17:17:41.2339669,2020-06-12 17:17:41.2339669,0,NULL,0,NULL
78,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,5341b393-2be3-4706-a0fe-7311e55501cb,151,2020-06-12 17:17:58.5461430,2020-06-12 17:20:29.7523159,0,NULL,0,NULL
79,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,e3faecb3-a77c-4a71-9811-7edd57e221e1,0,2020-06-12 17:20:47.6670493,2020-06-12 17:20:47.6670493,0,NULL,0,NULL
80,profile,60b976f0-e533-401e-9228-dce2eb34da29,60b976f0-e533-401e-9228-dce2eb34da29,e0e20673-a924-42d3-ab0e-61882a9bb487,0,2020-06-12 17:20:58.4215959,2020-06-12 17:20:58.4215959,0,NULL,0,NULL
81,profile,b4822fb1-f0aa-4388-936f-ac0275b7ad3c,b4822fb1-f0aa-4388-936f-ac0275b7ad3c,68dcb0a8-d78a-4d9e-af57-2e1986f7e668,0,2020-06-12 17:41:53.1965701,2020-06-12 17:41:53.1965701,0,NULL,0,NULL
82,profile,b4822fb1-f0aa-4388-936f-ac0275b7ad3c,b4822fb1-f0aa-4388-936f-ac0275b7ad3c,da70ed96-dd15-4f4a-bb38-3048d29b9d6c,692,2020-06-12 17:42:53.4365660,2020-06-12 17:54:26.0948823,0,NULL,0,NULL
83,profile,ea5e2eb9-9b2a-4e83-b2ce-11d353580a1d,ea5e2eb9-9b2a-4e83-b2ce-11d353580a1d,03f43076-2c09-4439-bcc6-8a9222d580c2,0,2020-06-12 18:03:27.8246188,2020-06-12 18:03:27.8246188,0,NULL,0,NULL
84,profile,miladorfman,null,a6f153e8-db7c-45ff-9618-b78d4e03ad5b,121,2020-06-12 19:18:16.2908277,2020-06-12 19:20:17.6323215,0,NULL,0,NULL
85,profile,miladorfman,97de6ad7-76ba-4cb6-9f3b-37f7f9cb4ace,a6f21977-a569-4bfc-a727-ce8fefb7f28f,90,2020-06-12 19:18:51.9587758,2020-06-12 19:20:22.5156354,0,NULL,0,NULL
86,profile,97de6ad7-76ba-4cb6-9f3b-37f7f9cb4ace,97de6ad7-76ba-4cb6-9f3b-37f7f9cb4ace,b8b75738-6562-410e-9d5e-5c9ae59cae2e,150,2020-06-12 19:20:51.0621153,2020-06-12 19:23:21.4959178,0,NULL,0,NULL
87,profile,db6f4905-10b9-4882-992f-a7c3800943f8,db6f4905-10b9-4882-992f-a7c3800943f8,f96cc0f0-594a-4525-9604-ed3578640bfc,129,2020-06-12 19:23:31.5346358,2020-06-12 19:25:40.9908781,0,NULL,0,NULL
88,profile,0a6caa7b-fcdd-4b03-bb9a-9a2bbf2ac1a1,0a6caa7b-fcdd-4b03-bb9a-9a2bbf2ac1a1,0ee58b8f-42c9-4d27-a0f2-6b13f13b5000,30,2020-06-12 20:14:15.9241578,2020-06-12 20:14:46.5663370,0,NULL,0,NULL
89,profile,c2f39356-03bb-4090-978b-c830051bdc74,c2f39356-03bb-4090-978b-c830051bdc74,70afc940-bd02-4a6a-8dad-7e7ec9d97edb,60,2020-06-12 21:35:15.7074118,2020-06-12 21:36:16.4869903,0,NULL,0,NULL
90,profile,1263fb9d-e028-4852-b0ac-b7c3ebd59acd,1263fb9d-e028-4852-b0ac-b7c3ebd59acd,f9ef0856-1b4d-476c-9ab1-dad8bb02a2f3,60,2020-06-12 21:42:19.5712805,2020-06-12 21:43:20.4728732,0,NULL,0,NULL
91,profile,19nguyena,1263fb9d-e028-4852-b0ac-b7c3ebd59acd,11b52dd5-1daf-43ec-9ea3-6d19cd492435,31,2020-06-12 21:42:37.3697958,2020-06-12 21:43:08.4502511,0,NULL,0,NULL
92,profile,68639e30-cb1f-4b12-a93c-23ef828dd181,68639e30-cb1f-4b12-a93c-23ef828dd181,c79a7c82-c7ec-4fc0-a113-9efea0e23bd0,229097,2020-06-12 21:58:28.2855499,2020-06-15 13:36:45.9811696,0,NULL,0,NULL
93,profile,354bfe6b-dfc8-4793-85a7-8d5a61b19a04,354bfe6b-dfc8-4793-85a7-8d5a61b19a04,b9176672-59e7-4e6b-b4aa-6753d964bbea,0,2020-06-12 22:14:40.8116379,2020-06-12 22:14:40.8116379,0,NULL,0,NULL
94,profile,isaiasmino10,c8d011dd-cef3-43da-9a67-606e3dcabef3,32d241f0-69c5-4faf-aa78-6ad8f4b5d5ff,33,2020-06-12 22:58:33.8525948,2020-06-12 22:59:07.0749398,0,NULL,0,NULL
95,profile,bfe28231-2682-4449-b3e1-6c87e691f594,bfe28231-2682-4449-b3e1-6c87e691f594,45f96dfa-ffff-4ffd-9c40-a0176484345d,184,2020-06-13 00:12:43.1564173,2020-06-13 00:15:47.6838113,0,NULL,0,NULL
96,profile,67c3f22c-b41d-4c0b-bef9-dd3f2f22703a,67c3f22c-b41d-4c0b-bef9-dd3f2f22703a,96a0a07b-0809-47b6-b435-af77bf1f02dc,330,2020-06-13 00:17:16.1238274,2020-06-13 00:22:46.9506198,0,NULL,0,NULL
97,profile,educacionvirtualjl,728cd4a4-6a23-4c77-852e-fa7df45543b7,e7264569-eadd-4ef0-9a10-389d11978dc2,0,2020-06-13 00:28:49.8373781,2020-06-13 00:28:49.8373781,0,NULL,0,NULL
98,profile,7c12cc92-db36-478c-9d7b-5cefc509dc42,7c12cc92-db36-478c-9d7b-5cefc509dc42,a59c4ae2-33a3-4d12-ae11-3022d3c7896b,0,2020-06-13 00:43:54.5998744,2020-06-13 00:43:54.5998744,0,NULL,0,NULL
99,profile,7c12cc92-db36-478c-9d7b-5cefc509dc42,7c12cc92-db36-478c-9d7b-5cefc509dc42,586a4c7c-0d81-4546-b968-bc76c0bb1072,1292,2020-06-13 00:44:05.6813504,2020-06-13 01:05:37.8539064,0,NULL,0,NULL
100,profile,7c12cc92-db36-478c-9d7b-5cefc509dc42,54584c41-83ec-40d3-aa67-17119141a4e1,254d4fdc-febb-474d-8057-ecb57ca87350,1411,2020-06-13 01:18:07.4846211,2020-06-13 01:41:39.4328499,0,NULL,0,NULL
101,profile,84417187-2262-412e-8aa0-201813620075,84417187-2262-412e-8aa0-201813620075,ace3a977-f929-4e75-87f5-1e4c85878d9e,0,2020-06-13 01:36:56.6946587,2020-06-13 01:36:56.6946587,0,NULL,0,NULL
102,profile,84417187-2262-412e-8aa0-201813620075,84417187-2262-412e-8aa0-201813620075,7d4bffe5-7bb3-4644-b12f-e46121f144dd,0,2020-06-13 01:38:10.3313321,2020-06-13 01:38:10.3313321,0,NULL,0,NULL
103,profile,84417187-2262-412e-8aa0-201813620075,84417187-2262-412e-8aa0-201813620075,edf7b990-78c3-4f7a-8820-c0ffa24b6ebe,0,2020-06-13 01:38:34.7741765,2020-06-13 01:38:34.7741765,0,NULL,0,NULL
104,profile,84417187-2262-412e-8aa0-201813620075,84417187-2262-412e-8aa0-201813620075,6c738f13-7f53-43fe-ad80-31385bbe8303,0,2020-06-13 01:39:33.0102473,2020-06-13 01:39:33.0102473,0,NULL,0,NULL
105,profile,9bb0f065-d36b-46d7-90f8-b03d832f4076,9bb0f065-d36b-46d7-90f8-b03d832f4076,21f61a4a-5a56-4995-9cf0-293b73e10fee,0,2020-06-13 02:04:43.2550766,2020-06-13 02:04:43.2550766,0,NULL,0,NULL
106,profile,dbf11d86-e5ee-44f4-9ba7-c49a788e41fe,dbf11d86-e5ee-44f4-9ba7-c49a788e41fe,3ba16057-291a-4bcc-9988-e8300087de43,0,2020-06-13 02:42:26.3581208,2020-06-13 02:42:26.3581208,0,NULL,0,NULL
107,profile,c993ae23-de37-4c4d-a5f5-56b34db1a346,c993ae23-de37-4c4d-a5f5-56b34db1a346,709fd09c-2933-44e8-9ae5-5dd261c5f99c,0,2020-06-13 04:44:10.2086389,2020-06-13 04:44:10.2086389,0,NULL,0,NULL
108,profile,c993ae23-de37-4c4d-a5f5-56b34db1a346,c993ae23-de37-4c4d-a5f5-56b34db1a346,5d3963ad-0861-4209-9a04-1c873a856caa,97,2020-06-13 04:45:06.4188713,2020-06-13 04:46:43.9743659,0,NULL,0,NULL
109,profile,c993ae23-de37-4c4d-a5f5-56b34db1a346,null,56a83ffb-06a5-4681-82b5-95508967423e,31,2020-06-13 04:48:58.5464084,2020-06-13 04:49:30.4917045,0,NULL,0,NULL
