Id,PageType,PageId,UserId,SessionId,TimeSpent,FirstPing,LastPing,ActiveTimeOnPage,IPAdress,ScrollDistance,CountryCode
293,feed,n/a,tbd,29544ee4-f685-48d3-98e5-b3f870034fd0,31,2020-06-14 11:34:33.3245121,2020-06-14 11:35:05.1887058,0,NULL,0,NULL
294,feed,n/a,tbd,3e60f02a-f600-4231-b8a9-24baf7a687d8,0,2020-06-14 11:36:12.0182775,2020-06-14 11:36:12.0182775,0,NULL,0,NULL
295,feed,n/a,tbd,ae85b1f8-d88b-4366-b3b4-6d251ce20540,120,2020-06-14 11:36:48.2029596,2020-06-14 11:38:48.6490144,0,NULL,0,NULL
296,feed,n/a,tbd,5ea9597b-887a-4c2f-a4aa-298c9e496679,30,2020-06-14 11:43:50.6839144,2020-06-14 11:44:20.9721490,0,NULL,0,NULL
297,feed,n/a,tbd,347bd848-e45b-4e55-8948-a1d14aa88aff,0,2020-06-14 12:03:22.9242154,2020-06-14 12:03:22.9242154,0,NULL,0,NULL
298,feed,n/a,tbd,7a70b01d-1f13-4347-bba4-c03751e4383c,0,2020-06-14 12:05:26.5774659,2020-06-14 12:05:26.5774659,0,NULL,0,NULL
299,feed,n/a,tbd,ef6cf6b0-9973-4723-a9ad-0972aa611a1e,61,2020-06-14 12:10:04.6653022,2020-06-14 12:11:06.3720910,0,NULL,0,NULL
300,feed,n/a,tbd,1be7c53e-8440-4dbb-8be5-308763417798,0,2020-06-14 12:10:17.6656669,2020-06-14 12:10:17.6656669,0,NULL,0,NULL
301,feed,n/a,tbd,daa28a15-fdcc-4950-b3dd-08d4a09c900a,30,2020-06-14 12:19:46.8632432,2020-06-14 12:20:17.2245876,0,NULL,0,NULL
302,feed,n/a,tbd,76e61640-28bd-49c0-a3d3-6b6fd49239dd,0,2020-06-14 12:30:37.9756004,2020-06-14 12:30:37.9756004,0,NULL,0,NULL
303,feed,n/a,b6b7d18b-b14a-449d-90e5-3aac98f02340,953870c8-f9ce-45e3-9b8e-06ea5d6ff692,0,2020-06-14 12:32:55.9870764,2020-06-14 12:32:55.9870764,0,NULL,0,NULL
304,feed,n/a,tbd,dbb44de6-b970-48c5-af90-7e752aa8b09a,0,2020-06-14 12:32:58.4881503,2020-06-14 12:32:58.4881503,0,NULL,0,NULL
305,feed,n/a,tbd,4590ded0-a6a6-40c9-a50d-f795e3e18814,0,2020-06-14 12:33:01.2642079,2020-06-14 12:33:01.2642079,0,NULL,0,NULL
306,feed,n/a,tbd,3c723e4b-9851-4ab6-8286-b18bc0414ed9,0,2020-06-14 12:33:19.7277714,2020-06-14 12:33:19.7277714,0,NULL,0,NULL
307,feed,n/a,tbd,c2c20b50-759b-41a6-86b3-71c0ab28edef,0,2020-06-14 12:33:19.7869102,2020-06-14 12:33:19.7869102,0,NULL,0,NULL
308,feed,n/a,tbd,eabc64ab-f090-4da2-b307-07a778e5bbca,61,2020-06-14 12:33:30.4156689,2020-06-14 12:34:31.6510502,0,NULL,0,NULL
309,feed,n/a,tbd,5d0d08e7-5cad-4e14-9f7b-721a45871e4a,0,2020-06-14 12:35:05.5456193,2020-06-14 12:35:05.5456193,0,NULL,0,NULL
310,feed,n/a,tbd,1e14e32b-900a-40b6-ac99-751215ee88de,30,2020-06-14 12:40:47.9052408,2020-06-14 12:41:18.1714326,0,NULL,0,NULL
311,profile,d0d0c63b-955c-4081-aaff-54270b53a53d,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,7eb63cec-6ee6-478d-a464-9fa13a0ad6b0,0,2020-06-14 12:41:55.4689046,2020-06-14 12:41:55.4689046,0,NULL,0,NULL
312,group,1,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,87d044c4-7524-4b5a-9038-172b72452814,0,2020-06-14 12:42:01.1934220,2020-06-14 12:42:01.1934220,0,NULL,0,NULL
313,feed,n/a,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,b27895c5-1b4d-4763-bec0-cf2f514e34eb,61,2020-06-14 12:42:31.0348304,2020-06-14 12:43:32.1750690,0,NULL,0,NULL
314,feed,n/a,tbd,45e79509-a98c-4872-b04e-567cf3fa5e69,90,2020-06-14 12:43:35.6313481,2020-06-14 12:45:06.3816623,0,NULL,0,NULL
315,feed,n/a,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,055e0359-764d-4486-9f80-883b945ff3c6,0,2020-06-14 12:45:41.1935814,2020-06-14 12:45:41.1935814,0,NULL,0,NULL
316,group,BeitarJerusalem,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,6140a30f-7bf9-4d49-9858-42bd6093321a,0,2020-06-14 12:45:49.1353514,2020-06-14 12:45:49.1353514,0,NULL,0,NULL
317,group,BeitarJerusalem,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,f404b992-c937-4a8c-981f-e01d310e9c6e,30,2020-06-14 12:46:16.6107989,2020-06-14 12:46:46.8182158,0,NULL,0,NULL
318,group,1,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,19df3e41-8fb4-4ac6-9d6c-20d84ca7e29a,0,2020-06-14 12:46:52.7598853,2020-06-14 12:46:52.7598853,0,NULL,0,NULL
319,group,1,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,51db4529-dd09-439f-8c33-f0f4b2a599b8,1579,2020-06-14 12:47:12.5129844,2020-06-14 13:13:31.9645534,0,NULL,0,NULL
320,feed,n/a,tbd,8cb497d9-be10-44ed-838f-ff430a01d726,1441,2020-06-14 12:47:50.0916048,2020-06-14 13:11:51.1946397,0,NULL,0,NULL
321,feed,n/a,tbd,6ebf6c60-e641-449e-b430-4c6bdfde9aa8,0,2020-06-14 12:50:19.6579801,2020-06-14 12:50:19.6579801,0,NULL,0,NULL
322,profile,mileycyrus,a328005f-1ca5-4c79-961f-4eab118a32ab,26247abc-9367-4d38-a4ef-1acf0d4d5e20,0,2020-06-14 12:53:49.5809376,2020-06-14 12:53:49.5809376,0,NULL,0,NULL
323,feed,n/a,c3a7f9ea-d25b-4ce9-9571-acfc2f501f78,7346b6a5-b657-4bf1-afc8-05c0b64fba3a,0,2020-06-14 12:56:01.2212080,2020-06-14 12:56:01.2212080,0,NULL,0,NULL
324,feed,n/a,f88f3eee-eb59-4a0e-bebc-24121d3fd01f,5f744765-0646-4c39-ade9-67c90ae6c4e8,60,2020-06-14 13:03:09.9199406,2020-06-14 13:04:10.4107709,0,NULL,0,NULL
325,feed,n/a,44fb77f8-0c0a-4457-b30a-eaaf7fc7efb3,ad97f9c3-b429-44fd-999f-4d63d2c46adb,211,2020-06-14 13:07:36.7100776,2020-06-14 13:11:07.8110642,0,NULL,0,NULL
326,feed,n/a,tbd,ed5e2c31-c808-4e97-aa16-9406a19c6ebf,90,2020-06-14 13:08:10.0238836,2020-06-14 13:09:40.6107527,0,NULL,0,NULL
327,feed,n/a,f33edbb2-58dc-46e9-80ed-f92dd95e19ad,ac1590c7-d427-40d6-8926-cd32955bf891,0,2020-06-14 13:08:18.5889585,2020-06-14 13:08:18.5889585,0,NULL,0,NULL
328,feed,n/a,tbd,f075cade-c2cb-4528-afa1-446ab14f9bc4,0,2020-06-14 13:09:43.9628044,2020-06-14 13:09:43.9628044,0,NULL,0,NULL
329,feed,n/a,tbd,bc4eff39-29da-4e45-a389-55a5510ae4d6,0,2020-06-14 13:09:48.9502507,2020-06-14 13:09:48.9502507,0,NULL,0,NULL
330,feed,n/a,44fb77f8-0c0a-4457-b30a-eaaf7fc7efb3,235bafc3-10d7-4548-a466-459ce916f5e6,420,2020-06-14 13:11:18.3822102,2020-06-14 13:18:18.8819212,0,NULL,0,NULL
331,feed,n/a,tbd,2f23fc51-9845-4583-b1c0-dc2d7f44eebc,3721,2020-06-14 13:13:16.8290576,2020-06-14 14:15:17.9931308,0,NULL,0,NULL
332,feed,n/a,tbd,cf40ea98-fb7e-4c58-a22f-28f02a43878e,0,2020-06-14 13:14:06.6129376,2020-06-14 13:14:06.6129376,0,NULL,0,NULL
333,feed,n/a,tbd,2c9a4a03-61c1-43b7-88a3-224c35b8cd5d,0,2020-06-14 13:15:17.7814981,2020-06-14 13:15:17.7814981,0,NULL,0,NULL
334,feed,n/a,c3a7f9ea-d25b-4ce9-9571-acfc2f501f78,88b1ab03-f359-4cc4-993e-7b7862fe63d9,0,2020-06-14 13:15:42.1407647,2020-06-14 13:15:42.1407647,0,NULL,0,NULL
335,feed,n/a,tbd,ea6e1102-4659-4fb6-820d-570293d1fdbd,0,2020-06-14 13:15:42.9443136,2020-06-14 13:15:42.9443136,0,NULL,0,NULL
336,feed,n/a,tbd,967d5b91-7adb-471a-83bd-9e97b6014a5f,0,2020-06-14 13:16:00.7890376,2020-06-14 13:16:00.7890376,0,NULL,0,NULL
337,feed,n/a,tbd,1c75c5b4-9084-4523-9eb3-aa5762b295d9,0,2020-06-14 13:16:59.5614702,2020-06-14 13:16:59.5614702,0,NULL,0,NULL
338,feed,n/a,tbd,a572f785-58bd-4d7b-bbb3-f7edf6cbf920,60,2020-06-14 13:18:33.3779858,2020-06-14 13:19:33.8868566,0,NULL,0,NULL
339,feed,n/a,44fb77f8-0c0a-4457-b30a-eaaf7fc7efb3,4ceb7f78-9b5a-40b8-b4d0-b3da9674f6a0,32,2020-06-14 13:18:34.1701828,2020-06-14 13:19:06.2908356,0,NULL,0,NULL
340,feed,n/a,tbd,425c9801-2fec-4f69-a569-c42221bec1b6,0,2020-06-14 13:19:39.3801627,2020-06-14 13:19:39.3801627,0,NULL,0,NULL
341,feed,n/a,tbd,e1eb91f3-afe1-440c-8d71-cffbdc15100f,0,2020-06-14 13:19:53.7028692,2020-06-14 13:19:53.7028692,0,NULL,0,NULL
343,group,BeitarJerusalem,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,89fcf02e-9263-4ef4-9d4f-65cfdf635bb2,128,2020-06-14 13:24:39.1066681,2020-06-14 13:26:47.1507841,8.882999999999999,,1681,NULL
358,feed,n/a,3b4acd90-339b-433d-bb2f-2ce339fa151f,4dc726a2-355c-431e-8652-077114037e17,0,2020-06-14 13:53:11.6264665,2020-06-14 13:53:11.6264665,0,31.45.225.37,0,NULL
359,group,BeitarJerusalem,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,b6e17cba-5825-4c62-b61b-32acbfb37897,120,2020-06-14 13:54:05.5170923,2020-06-14 13:56:06.0378452,0,5.102.203.228,0,NULL
360,group,BeitarJerusalem,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,c8a42901-85f2-4a73-9cf9-bf55dec2cb03,120,2020-06-14 13:56:14.8350969,2020-06-14 13:58:15.0765600,17.663,5.102.203.228,2981,NULL
361,feed,n/a,tbd,4497db02-396d-40be-a061-442142fb7ed5,1952,2020-06-14 13:58:22.8984633,2020-06-14 14:30:55.5340644,34.022,5.102.203.228,13500,NULL
362,profile,bce93b7e-f594-4117-a354-1051f10fd56c,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,c51c5d22-7657-4c6c-915d-266e0a662215,0,2020-06-14 13:59:07.6494188,2020-06-14 13:59:07.6494188,0,5.102.203.228,0,NULL
363,profile,bce93b7e-f594-4117-a354-1051f10fd56c,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,eb535e3e-cece-43e9-89b0-2596bd2ed51f,210,2020-06-14 13:59:17.9426101,2020-06-14 14:02:48.1439386,30.416,5.102.203.228,3457,NULL
364,group,1,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,f3a13cee-9ae8-4403-a04b-4fe4135fd8fe,90,2020-06-14 14:02:56.8477729,2020-06-14 14:04:27.0489609,10.425,5.102.203.228,0,NULL
365,feed,n/a,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,53ba1e45-6af8-4cc2-92ac-2e7c82f9bc1e,60,2020-06-14 14:04:58.0980097,2020-06-14 14:05:58.3676780,0,5.102.203.228,0,NULL
366,feed,n/a,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,4c05ffed-0b77-4eb2-a63a-3836237381b5,1380,2020-06-14 14:06:28.0752648,2020-06-14 14:29:28.8942247,0,5.102.203.228,0,NULL
367,feed,n/a,tbd,94924b89-61c1-4289-8045-c3b1f33e8fe6,0,2020-06-14 14:06:52.4512925,2020-06-14 14:06:52.4512925,0,180.190.163.82,0,NULL
368,feed,n/a,tbd,1566eaae-9f3e-4729-8bb7-396b9e1e4b35,0,2020-06-14 14:07:41.1479699,2020-06-14 14:07:41.1479699,0,190.42.184.92,0,NULL
369,feed,n/a,tbd,a3ecd953-ceeb-414c-a313-0f9521724fe4,30,2020-06-14 14:07:54.3255297,2020-06-14 14:08:24.6792422,4.162,190.42.184.92,0,NULL
370,feed,n/a,3efd4faa-28bd-4e43-8da2-e8e95da664ac,22a5b2e4-4d2f-4500-9918-1cb23a5c1a22,0,2020-06-14 14:10:35.7454577,2020-06-14 14:10:35.7454577,0,190.107.43.163,0,NULL
371,profile,09f8c3f4-0528-4d15-aed7-7ff55e68343c,3efd4faa-28bd-4e43-8da2-e8e95da664ac,5d6e0a78-6ca8-4c8a-86c8-a7f2d52e13cc,0,2020-06-14 14:11:00.9604737,2020-06-14 14:11:00.9604737,0,190.107.43.163,0,NULL
372,feed,n/a,tbd,7e04af63-bd6d-4324-bdc1-bbe42ff6566f,432,2020-06-14 14:15:26.0524663,2020-06-14 14:22:38.8143828,33.387,106.207.245.213,0,NULL
373,feed,n/a,tbd,74b02dad-341b-4c11-8c44-69cf62963741,0,2020-06-14 14:20:38.6938803,2020-06-14 14:20:38.6938803,0,47.9.3.134,0,NULL
374,feed,n/a,tbd,5cbbb3ed-ad2e-47db-b1d6-0928dd038503,90,2020-06-14 14:23:43.2239739,2020-06-14 14:25:13.8298909,89.128,129.45.77.219,0,NULL
375,feed,n/a,tbd,d75df6f5-4ba6-4731-b370-7c0d9b6da641,0,2020-06-14 14:25:23.7639799,2020-06-14 14:25:23.7639799,0,179.7.193.5,0,NULL
376,feed,n/a,tbd,d070bb20-8c5c-46d2-a074-2174090008a1,0,2020-06-14 14:25:41.0114722,2020-06-14 14:25:41.0114722,0,179.7.193.5,0,NULL
377,profile,8e8bf0fb-d113-4836-ac2e-16333e6cab8d,8e8bf0fb-d113-4836-ac2e-16333e6cab8d,d5fa18de-fdc1-44a7-afc6-5a52b7084939,0,2020-06-14 14:25:48.2494868,2020-06-14 14:25:48.2494868,0,179.7.193.5,0,NULL
378,feed,n/a,tbd,620b7b51-60a5-4003-8989-999aff6864a9,32,2020-06-14 14:26:11.0480561,2020-06-14 14:26:43.2848213,10.771,179.7.193.5,0,NULL
379,feed,n/a,tbd,216366d4-6a57-4908-ae81-7cfc2cc9f49a,90,2020-06-14 14:28:10.2988335,2020-06-14 14:29:40.6189050,3.468,129.45.77.219,0,NULL
380,feed,n/a,tbd,8df8fc68-ead1-437e-85bf-9cbfc852f9f1,0,2020-06-14 14:29:26.9965081,2020-06-14 14:29:26.9965081,0,129.45.77.219,0,NULL
381,feed,n/a,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,0f7fa3c3-6561-436c-aa5c-4615840483b8,241,2020-06-14 14:29:39.8788315,2020-06-14 14:33:40.8912895,33.366,5.102.203.228,3932,NULL
382,profile,b0871e46-0322-4934-9b04-49dcf3ce3130,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,bb7d71df-c5a8-4a79-b2b0-2fce0f908ef6,210,2020-06-14 14:29:59.4374270,2020-06-14 14:33:29.8960493,47.649,5.102.203.228,600,NULL
383,group,13,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,739860e5-6581-4079-8f3d-949fafa0cfbe,210,2020-06-14 14:30:05.1543066,2020-06-14 14:33:35.8901881,38.277,5.102.203.228,600,NULL
384,profile,kyliejenner1,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,49669042-5bf3-4fef-b620-91e89fe5a1e2,0,2020-06-14 14:30:12.6149027,2020-06-14 14:30:12.6149027,0,5.102.203.228,0,NULL
385,explore,n/a,tbd,0cca0ee6-94bf-4791-b070-9d34a538dbc4,0,2020-06-14 14:30:13.5969707,2020-06-14 14:30:13.5969707,0,5.102.203.228,0,NULL
386,explore,n/a,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,b0be0bae-8500-4e5d-8ed5-7be8be3a5ddc,1171,2020-06-14 14:30:32.3639992,2020-06-14 14:50:03.9591073,5.791,5.102.203.228,600,NULL
387,feed,n/a,tbd,c4d9cf8b-c420-4fd3-b4f8-3b32bbe74954,1143,2020-06-14 14:31:07.1628399,2020-06-14 14:50:10.4361167,5.193,5.102.203.228,1232,NULL
388,feed,n/a,tbd,1496613c-9714-4b08-940e-ed26114796a9,962,2020-06-14 14:33:54.8846896,2020-06-14 14:49:57.3698618,63.609,5.102.203.228,3932,NULL
389,profile,b0871e46-0322-4934-9b04-49dcf3ce3130,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,4164b4b8-4707-432e-877c-d6219d953dfb,960,2020-06-14 14:34:02.6856376,2020-06-14 14:50:03.2805744,63.207,5.102.203.228,304,NULL
390,group,13,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,f7548da0-df2a-46d6-8c2a-317e0eb685f3,962,2020-06-14 14:34:07.9770370,2020-06-14 14:50:10.4359809,68.36799999999999,5.102.203.228,12736,NULL
391,feed,n/a,tbd,02a0d33c-12b7-4350-b545-34265554a857,61084,2020-06-14 14:35:07.8150533,2020-06-15 07:33:12.0491071,12.421,109.186.45.62,0,NULL
392,feed,n/a,tbd,5a0f1464-b5d1-4566-af68-0d1165e95521,150,2020-06-14 14:35:13.5159947,2020-06-14 14:37:44.3713135,19.718,176.230.35.48,503,NULL
393,feed,n/a,tbd,22337cfd-f36b-4ab4-bd19-13861f3a57fa,0,2020-06-14 14:35:38.2088074,2020-06-14 14:35:38.2088074,0,150.129.140.109,0,NULL
394,feed,n/a,tbd,74bc6b49-41c6-40e4-a949-e8dcceea540a,9270,2020-06-14 14:38:24.4894121,2020-06-14 17:12:55.3067210,27.643,176.230.35.48,400,NULL
395,feed,n/a,c8eedf96-dd36-83ae-f3b8-cb9db1241b62,a0e7aa19-8e0e-4188-b66e-0a0eef084ffe,30,2020-06-14 14:39:23.4315852,2020-06-14 14:39:54.0918212,7.232,87.220.145.19,0,NULL
396,feed,n/a,tbd,3e8a0a74-fc09-4f32-8dec-9c6ccfcd4034,0,2020-06-14 14:39:23.9994280,2020-06-14 14:39:23.9994280,0,181.56.194.1,0,NULL
397,feed,n/a,f790c850-5b1a-439a-b8a2-a4425fbc3ff4,4a4ffdf7-c4d0-443d-be9e-2fb128d6de70,0,2020-06-14 14:39:26.3884558,2020-06-14 14:39:26.3884558,0,190.104.112.13,0,NULL
398,feed,n/a,tbd,cfc3ee2d-d76a-4e76-98e5-0491e29761dc,47533,2020-06-14 14:39:46.8533883,2020-06-15 03:52:00.6895002,38.164,190.104.112.13,0,NULL
399,feed,n/a,c449fe27-b69e-4a83-b660-7e87fc46b79f,5951e3bd-0e1f-4290-b95a-979cf7b11cc9,0,2020-06-14 14:40:05.4728693,2020-06-14 14:40:05.4728693,0,87.220.145.19,0,NULL
400,feed,n/a,c449fe27-b69e-4a83-b660-7e87fc46b79f,004a8919-0d24-46af-9952-d30c7e445197,0,2020-06-14 14:40:16.6167360,2020-06-14 14:40:16.6167360,0,87.220.145.19,0,NULL
401,profile,c449fe27-b69e-4a83-b660-7e87fc46b79f,c449fe27-b69e-4a83-b660-7e87fc46b79f,dc84dd77-54f2-4b49-987f-153d9b69b848,30,2020-06-14 14:40:36.0916160,2020-06-14 14:41:06.5642224,15.184,87.220.145.19,0,NULL
402,feed,n/a,tbd,005457c7-adc1-44bf-9c69-3ecce20b5a1f,0,2020-06-14 14:42:40.7649856,2020-06-14 14:42:40.7649856,0,102.164.96.163,0,NULL
403,feed,n/a,tbd,fe506217-b6d4-41b5-a3e3-4d6fad3475e8,0,2020-06-14 14:44:06.7644179,2020-06-14 14:44:06.7644179,0,102.164.96.163,0,NULL
404,feed,n/a,tbd,5ebc57e5-a4fe-411e-9d44-0097ba886f4d,0,2020-06-14 14:44:25.5975701,2020-06-14 14:44:25.5975701,0,47.11.210.175,0,NULL
405,feed,n/a,tbd,d5b1ad91-8b2d-44d6-bc4b-c2af71faf7cf,0,2020-06-14 14:44:32.2224478,2020-06-14 14:44:32.2224478,0,47.11.210.175,0,NULL
406,feed,n/a,tbd,9334eee2-bd12-4ea9-9a5e-3ebe2c497b37,690,2020-06-14 14:45:29.5915564,2020-06-14 14:56:59.8175977,95.369,79.13.96.54,0,NULL
407,feed,n/a,6d03643e-4e67-4b73-aefa-89065bed8c1e,7bc0c03e-91f0-407a-8db6-7d931816d66b,0,2020-06-14 14:50:01.7513587,2020-06-14 14:50:01.7513587,0,200.28.66.70,0,NULL
408,feed,n/a,tbd,2b6d47af-cfd2-4643-bc2b-1a79a98345ab,32,2020-06-14 14:50:20.7540334,2020-06-14 14:50:53.2030104,12.05,66.98.48.75,0,NULL
409,group,BeitarJerusalem,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,9c5a35fd-a8f1-45e9-8b1c-72e5152d86a4,156,2020-06-14 14:51:23.3053344,2020-06-14 14:54:00.0698078,17.7,,81,--
410,feed,n/a,tbd,e95e40dc-447d-4b75-ade7-94d3e4b13930,330,2020-06-14 14:53:57.6095801,2020-06-14 14:59:28.1413460,119.999,36.65.200.87,2216,ID
411,feed,n/a,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,cb6b300b-a623-42c5-87cc-0ff452e4837c,150,2020-06-14 14:54:10.5280044,2020-06-14 14:56:40.8992886,61.398,5.102.203.228,0,IL
412,feed,n/a,tbd,d404a56b-742f-4f55-bf7a-e8a2059f7b99,0,2020-06-14 14:56:10.8970181,2020-06-14 14:56:10.8970181,0,88.18.65.193,0,ES
413,group,BeitarJerusalem,d1f13501-60bf-4dd8-b6e8-c11d2f8eab8c,3f62ac32-c78d-46f7-b3fb-691ec8695c9e,57511,2020-06-14 14:57:05.2312255,2020-06-15 06:55:36.2489118,8.4,5.102.203.228,100,IL
414,feed,n/a,tbd,a33d85d5-16b2-4f04-b758-bffd592ac05e,0,2020-06-14 14:58:52.0465739,2020-06-14 14:58:52.0465739,0,186.113.167.67,0,CO
415,feed,n/a,9b0e3e8d-63e5-42e9-804d-064bdfaa60c5,32437d62-294a-47c3-9b64-4b76bf8c4aec,0,2020-06-14 15:02:16.2602099,2020-06-14 15:02:16.2602099,0,46.234.136.124,0,ES
416,feed,n/a,9b0e3e8d-63e5-42e9-804d-064bdfaa60c5,653b5a6b-d2b6-4970-bb5c-1e9f77003b47,0,2020-06-14 15:02:25.4967018,2020-06-14 15:02:25.4967018,0,46.234.136.124,0,ES
417,profile,9b0e3e8d-63e5-42e9-804d-064bdfaa60c5,9b0e3e8d-63e5-42e9-804d-064bdfaa60c5,8ba6e78c-a92f-4c09-a727-5472f4c85a50,0,2020-06-14 15:02:29.3774667,2020-06-14 15:02:29.3774667,0,46.234.136.124,0,ES
418,feed,n/a,tbd,3a46ae7c-b317-42f9-afa4-6e70ac7c2a72,0,2020-06-14 15:08:41.5712323,2020-06-14 15:08:41.5712323,0,223.187.129.97,0,IN
419,feed,n/a,tbd,a846a0dc-63a2-4a02-8b74-dd5304a495ad,0,2020-06-14 15:10:51.9835297,2020-06-14 15:10:51.9835297,0,111.119.178.174,0,PK
420,feed,n/a,tbd,88140b21-e4d7-4e87-a51b-b023fbe13985,0,2020-06-14 15:11:00.7663555,2020-06-14 15:11:00.7663555,0,111.119.178.174,0,PK
421,feed,n/a,tbd,0e79b26c-e6a8-4cb6-be38-d636a145ecfa,0,2020-06-14 15:11:19.8528631,2020-06-14 15:11:19.8528631,0,111.119.178.174,0,PK
422,feed,n/a,e3c350dc-2def-4354-923d-558dde0342d9,115e1786-dbf1-48eb-8068-b0623b984ebc,91,2020-06-14 15:11:53.0644274,2020-06-14 15:13:24.9292497,37.595,2.80.40.141,3066,PT
423,feed,n/a,tbd,2fed7848-83fa-46b8-8c27-dc67d4636f3e,408,2020-06-14 15:12:58.1737987,2020-06-14 15:19:46.6329468,15.407,186.235.87.53,0,BR
424,feed,n/a,tbd,5795758c-59ed-41dd-b081-e28f990714fc,30,2020-06-14 15:13:44.5678454,2020-06-14 15:14:15.0170145,12.983,2.80.40.141,0,PT
425,feed,n/a,tbd,3366aaf6-995c-425c-876a-33e7af9d972f,0,2020-06-14 15:15:37.9610538,2020-06-14 15:15:37.9610538,0,188.26.210.29,0,RO
426,feed,n/a,ccbfebc8-619c-4954-a9f3-0ffd10a5e286,f42dc328-7d6a-493a-97eb-a1f59ae7baac,30,2020-06-14 15:16:14.0806807,2020-06-14 15:16:44.6569573,3.692,188.26.210.29,0,RO
427,feed,n/a,3e12502d-b1b1-46ac-b25d-92eead7dab20,bd53724f-06c8-4151-8cfd-6b95dbd10191,0,2020-06-14 15:16:25.8718941,2020-06-14 15:16:25.8718941,0,111.119.178.174,0,PK
428,feed,n/a,3e12502d-b1b1-46ac-b25d-92eead7dab20,02560814-eb00-4fea-a1eb-09688a2a6542,0,2020-06-14 15:16:34.4592196,2020-06-14 15:16:34.4592196,0,111.119.178.174,0,PK
429,feed,n/a,3e12502d-b1b1-46ac-b25d-92eead7dab20,d60fb9a1-4fae-4451-8bec-e510f8506a15,0,2020-06-14 15:16:39.9897561,2020-06-14 15:16:39.9897561,0,111.119.178.174,0,PK
430,profile,ccbfebc8-619c-4954-a9f3-0ffd10a5e286,ccbfebc8-619c-4954-a9f3-0ffd10a5e286,0d15cd07-304e-4ad2-8a7d-81d07f68aa42,0,2020-06-14 15:16:56.6778729,2020-06-14 15:16:56.6778729,0,188.26.210.29,0,RO
431,feed,n/a,df1e5559-6181-4913-a22a-1c3924f51aaa,c61b3af0-5227-49f7-81df-d93306290816,33,2020-06-14 15:23:18.6189017,2020-06-14 15:23:52.0564924,31.383,189.216.94.214,0,MX
432,feed,n/a,199ddeef-e593-4e42-b559-d4def3b17071,3a068ec6-2415-4712-a1be-2b316007209f,0,2020-06-14 15:24:04.6329574,2020-06-14 15:24:04.6329574,0,189.60.134.100,0,BR
433,profile,240238a0-ce99-4ea7-ac77-eff09fb5eff2,199ddeef-e593-4e42-b559-d4def3b17071,50eda852-47b7-4171-bb8e-d7a6702cd86a,3960,2020-06-14 15:24:23.3829229,2020-06-14 16:30:23.9008843,34.608,189.60.134.100,280,BR
434,feed,n/a,c2a7caa0-5306-4dce-a188-f327ddc8e44f,4d1bc2a8-5b26-4e83-a2c5-0a47c736a87c,0,2020-06-14 15:33:58.8946273,2020-06-14 15:33:58.8946273,0,186.26.117.142,0,CR
435,feed,n/a,tbd,2d87663e-74fc-4a3c-bc3b-be823431f0a9,30,2020-06-14 15:39:54.5448406,2020-06-14 15:40:24.7526313,30.348,77.137.12.218,0,FR
436,explore,n/a,tbd,c3b2e1f2-68fd-43a5-b761-6ed6fafe102f,0,2020-06-14 15:40:35.2167986,2020-06-14 15:40:35.2167986,0,77.137.12.218,0,FR
437,feed,n/a,tbd,56c9c112-8479-411d-b48d-af8efa1d804e,3631,2020-06-14 15:41:47.7456297,2020-06-14 16:42:19.4408082,6.419,186.84.91.74,0,CO
438,feed,n/a,c2a7caa0-5306-4dce-a188-f327ddc8e44f,f0655f18-f37c-4d0a-852d-0e224b7fea08,30,2020-06-14 15:43:55.2923137,2020-06-14 15:44:25.9175825,20.314,186.26.117.142,0,CR
439,feed,n/a,03335f92-bd07-49e0-a3c6-5b96a1d1f956,308363c4-7a0d-4c83-9556-7a90ad85d719,0,2020-06-14 15:44:06.4345827,2020-06-14 15:44:06.4345827,0,181.199.46.96,0,EC
